entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
Domaines Chevaliers,vin,caviste,,Valais,,,,,https://chevaliers.ch/,46.3122987,7.5757225,OpenStreetMap / Overpass,node/13142949836,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaines Chevaliers, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de la Rocaille,vin,caviste,Vermes,Jura,Sur Fédeloi,2829,,,https://www.domaine-rocaille.ch,47.3236122,7.4527952,OpenStreetMap / Overpass,node/7449578555,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de la Rocaille, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Vieux Pressoir,vin,caviste,Grandvaux,Vaud,Passage de la Voûte 2,1091,,,https://www.vieuxpressoir-vins.ch/contact,46.4940093,6.7167804,OpenStreetMap / Overpass,node/6007728785,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Vieux Pressoir, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
"Cave du Vieux Pressoir, Ghislaine Crittin",vin,domaine_viticole,Chamoson,Vaud,Rue de Pommey 6,1955,+41 78 865 53 14,,,46.2033777,7.2268338,OpenStreetMap / Overpass,node/9215171318,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Vieux Pressoir, Ghislaine Crittin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Hischier Weine AG,vin,caviste,Brig-Glis,Valais,Zwingarten 24,3902,+41279243658,,https://www.hischierweine.ch/,46.310165,7.9747901,OpenStreetMap / Overpass,node/6323030215,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Hischier Weine AG, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les Caves du Léman,vin,caviste,,Vaud,,,,,https://www.les-caves-du-leman.com/,46.2723486,6.2589387,OpenStreetMap / Overpass,node/3070150850,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les Caves du Léman, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Botanistes,vin,caviste,Boudry,Vaud,Rue Louis-Favre 53,2017,,,https://botanistes.ch/,46.9487653,6.8348837,OpenStreetMap / Overpass,node/10296894286,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Botanistes, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Henri Cruchon,vin,caviste,,Vaud,Route du Village 32,,+41 21 801 17 92,,https://www.henricruchon.com/,46.5262132,6.4984459,OpenStreetMap / Overpass,node/3620780645,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Henri Cruchon, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Signal,vin,domaine_viticole,,Vaud,,,+41 21 801 17 40,,,46.5223343,6.4901717,OpenStreetMap / Overpass,node/3637178316,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Signal, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Vinothèque,vin,caviste,Genève,Vaud,Route de Florissant 78,1206,+41 22 347 62 92,,https://www.la-vinotheque.ch/,46.1923761,6.1634035,OpenStreetMap / Overpass,node/9628123969,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Vinothèque, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Novelle Le Grand Clos,vin,caviste,Satigny,Vaud,Route du Mandement 153,1242,+41 22 753 10 09,,https://novelle.wine/,46.2153192,6.0331027,OpenStreetMap / Overpass,node/12064606470,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Novelle Le Grand Clos, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les Gondettes,vin,caviste,Satigny,Vaud,Rampe de Choully 35,1242,+41 22 75 311 23,,https://lesgondettes.ch/,46.219385,6.0300131,OpenStreetMap / Overpass,node/12064720638,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les Gondettes, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Espace Daval,vin,caviste,Sierre,Valais,Route de Daval 5,3960,+41 27 458 45 15,,https://collinededaval.ch/,46.2745001,7.5164977,OpenStreetMap / Overpass,node/13161574964,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Espace Daval, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du domaine de la ville de Berne,vin,domaine_viticole,La Neuveville,Neuchatel,Chemin de Poudeille 2a,2520,,,,47.0715843,7.108048,OpenStreetMap / Overpass,way/401106206,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du domaine de la ville de Berne, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le Passeur de Vin,vin,caviste,Lausanne,Vaud,Avenue Mon-Repos 2,1005,+41 21 983 20 20,,https://www.lepasseurdevin.ch/,46.519637,6.6386538,OpenStreetMap / Overpass,node/4179160874,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le Passeur de Vin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le 135,vin,domaine_viticole,Cully,Vaud,Route de Vevey 7,1096,,,https://www.ponnaz.ch/contact,46.4885448,6.7310358,OpenStreetMap / Overpass,node/11650005862,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le 135, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Cave Bordelaise,vin,caviste,Ville-la-Grand,Vaud,Rue des Voirons 39 bis,74100,+33 4 50 38 84 16,,,46.202238,6.2594672,OpenStreetMap / Overpass,node/7600753429,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Cave Bordelaise, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Château des Bois,vin,domaine_viticole,,Vaud,Chemin de la Combe-d'Ornex 12,,,,https://www.chateaudesbois.ch/,46.2151842,6.0515121,OpenStreetMap / Overpass,node/12123157329,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Château des Bois, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
St. Jodern Kellerei,vin,domaine_viticole,Visperterminen,Valais,Unterstalden,3932,,,https://www.jodernkellerei.ch/,46.2748576,7.8891192,OpenStreetMap / Overpass,node/419259248,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, St. Jodern Kellerei, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Châtaigneraie,vin,domaine_viticole,,Vaud,12,,,,http://www.lachataigneraie.ch,46.4893081,6.4204761,OpenStreetMap / Overpass,node/4422265691,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Châtaigneraie, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Germanus,vin,domaine_viticole,,Valais,,,,,https://www.germanus.ch,46.3127224,7.8237871,OpenStreetMap / Overpass,node/9856537972,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Germanus, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le fils du soleil,vin,domaine_viticole,Chardonne,Vaud,Rue du Village 44b,1803,,,https://neyroud-soleil.ch/,46.4763053,6.8231826,OpenStreetMap / Overpass,node/12917770503,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le fils du soleil, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Toveyre,vin,domaine_viticole,Chardonne,Vaud,Rue du Village 25,1803,,,https://toveyre-vins.ch/,46.476749,6.8278964,OpenStreetMap / Overpass,node/12917756182,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Toveyre, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le Parrain,vin,domaine_viticole,Le Mont-Pèlerin,Vaud,Chemin du Sommet 2,1801,,,https://www.leparrain.ch,46.4962921,6.810632,OpenStreetMap / Overpass,node/12919948860,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le Parrain, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weingut Fernand Cina S.A.,vin,domaine_viticole,Salgesch,Valais,Bahnhofstrasse 27,3970,,,https://www.fernand-cina.ch/,46.3105078,7.5757744,OpenStreetMap / Overpass,way/449177144,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weingut Fernand Cina S.A., semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Hirt Weine,vin,domaine_viticole,,Neuchatel,Dorfgasse 3,2514,,,https://hirt-weine.ch/,47.0841004,7.134931,OpenStreetMap / Overpass,node/10104503588,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Hirt Weine, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
CAVA-TEC GmbH,vin,domaine_viticole,,Jura,,,,,https://www.cava-tec.ch/,47.4441405,7.5497859,OpenStreetMap / Overpass,node/11293459107,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, CAVA-TEC GmbH, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Salzgeber,vin,domaine_viticole,,Valais,,,,,https://www.salzgeber-weine.ch/,46.3128336,7.8235678,OpenStreetMap / Overpass,node/9856537977,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Salzgeber, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caldelari,vin,domaine_viticole,,Valais,,,,,https://salgesch.ch/keller/cave-caldelari/,46.3132564,7.5766206,OpenStreetMap / Overpass,node/13142949844,55,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caldelari, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Leyscher,vin,domaine_viticole,,Valais,,,+41 27 243 28 02,,,46.3799867,7.6289647,OpenStreetMap / Overpass,node/7761803115,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Leyscher, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Bujard Vins,vin,caviste,Aran,Vaud,Route de Chatagny,1091,,,https://www.bujard.ch/,46.4992828,6.7110856,OpenStreetMap / Overpass,node/4254179638,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Bujard Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Kellerei Chanton,vin,caviste,Visp,Valais,Kantonsstrasse 70,3930,,,https://www.chanton.ch/,46.2934673,7.9017887,OpenStreetMap / Overpass,node/7791134963,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Kellerei Chanton, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave des Oasis,vin,domaine_viticole,Flanthey,Valais,Route de Granges 42,3978,,,,46.2709226,7.4581022,OpenStreetMap / Overpass,way/346479531,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave des Oasis, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Burgat,vin,domaine_viticole,Colombier NE,Vaud,Chemin des Mûriers 1,2013,,,,46.9635925,6.8585835,OpenStreetMap / Overpass,node/4386248757,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Burgat, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Saint-Sébaste,vin,domaine_viticole,Saint-Blaise,Fribourg,Rue Daniel-Dardel,2072,,,,47.016151,6.9850225,OpenStreetMap / Overpass,way/85711728,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Saint-Sébaste, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave de Poudeille,vin,domaine_viticole,,Neuchatel,,,,,,47.0737659,7.1093883,OpenStreetMap / Overpass,node/4035628343,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave de Poudeille, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave la Romaine,vin,domaine_viticole,Flanthey,Valais,Route de Granges 124,3978,,,,46.2675349,7.4564736,OpenStreetMap / Overpass,way/346479535,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave la Romaine, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave de Bovanche,vin,domaine_viticole,,Valais,,,,,,46.2065634,7.2513762,OpenStreetMap / Overpass,node/9101833943,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave de Bovanche, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cellier du Manoir,vin,caviste,,Valais,,,,,http://www.cellier.ch,46.0909533,7.0646097,OpenStreetMap / Overpass,node/7188547353,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cellier du Manoir, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Oil & Whisky,vin,caviste,,Valais,,,,,https://www.oilandwhisky.ch,46.2346654,7.3605957,OpenStreetMap / Overpass,node/6983088691,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Oil & Whisky, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave d'Uvrier,vin,domaine_viticole,,Valais,,,,,,46.2503186,7.4024927,OpenStreetMap / Overpass,node/9041148762,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave d'Uvrier, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Nouveau St-Clément,vin,domaine_viticole,,Valais,,,,,,46.2697667,7.4596459,OpenStreetMap / Overpass,way/975055359,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Nouveau St-Clément, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Jean-René Germanier,vin,caviste,,Valais,,,,,https://jrgermanier.ch/en#caveau,46.2160771,7.25981,OpenStreetMap / Overpass,node/6001350185,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Jean-René Germanier, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Johanniterkeller,vin,caviste,,Neuchatel,Dorfgasse 56,2513,,,https://johanniterkeller.ch/,47.0951668,7.1599988,OpenStreetMap / Overpass,node/6467846288,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Johanniterkeller, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Jean-Yves Crettenand,vin,caviste,Saillon,Valais,Route des Moulins 60,1913,,,http://www.cave-crettenand.ch/,46.1790742,7.1938388,OpenStreetMap / Overpass,node/9049834157,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Jean-Yves Crettenand, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Biocave,vin,domaine_viticole,Miège,Valais,Ancienne Route de Sierre 17,3972,,,,46.3102058,7.5467411,OpenStreetMap / Overpass,way/495644030,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Biocave, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Gaston & Eric Bonvin,vin,domaine_viticole,,Valais,,,,,,46.2689663,7.4474899,OpenStreetMap / Overpass,way/923124544,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Gaston & Eric Bonvin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Bonnet du Fou,vin,domaine_viticole,,Neuchatel,,,,,,47.0952286,7.1588117,OpenStreetMap / Overpass,node/13240786831,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Bonnet du Fou, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
